Regione per Dettaglio;Settore;Anno;S - Consolidato SPA
Piemonte;Amministrazione Generale;2000;4075365390.00
Piemonte;Amministrazione Generale;2001;4666354430.00
Piemonte;Amministrazione Generale;2002;4415092020.00
Piemonte;Amministrazione Generale;2003;5594532030.00
Piemonte;Amministrazione Generale;2004;6079831250.00
Piemonte;Amministrazione Generale;2005;6289252650.00
Piemonte;Amministrazione Generale;2006;6576511960.00
Piemonte;Amministrazione Generale;2007;6605487700.00
Piemonte;Amministrazione Generale;2008;6613418810.00
Piemonte;Amministrazione Generale;2009;6884719620.00
Piemonte;Amministrazione Generale;2010;6143199120.00
Piemonte;Amministrazione Generale;2011;5700160300.00
Piemonte;Amministrazione Generale;2012;5417245970.00
Piemonte;Amministrazione Generale;2013;5687832030.00
Piemonte;Amministrazione Generale;2014;6113012730.00
Piemonte;Amministrazione Generale;2015;6797314620.00
Piemonte;Amministrazione Generale;2016;6854806270.00
Piemonte;Amministrazione Generale;2017;6645324920.00
Piemonte;Amministrazione Generale;2018;6871795510.00
Piemonte;Amministrazione Generale;2019;6978426190.00
Piemonte;Amministrazione Generale;2020;7214794370.00
Piemonte;Amministrazione Generale;2021;7519960920.00
Piemonte;Difesa;2000;890035780.00
Piemonte;Difesa;2001;785874820.00
Piemonte;Difesa;2002;761179730.00
Piemonte;Difesa;2003;1125546720.00
Piemonte;Difesa;2004;874438230.00
Piemonte;Difesa;2005;774166460.00
Piemonte;Difesa;2006;709943390.00
Piemonte;Difesa;2007;735066890.00
Piemonte;Difesa;2008;704160610.00
Piemonte;Difesa;2009;755445050.00
Piemonte;Difesa;2010;542976000.00
Piemonte;Difesa;2011;671131540.00
Piemonte;Difesa;2012;676660710.00
Piemonte;Difesa;2013;654034320.00
Piemonte;Difesa;2014;669161460.00
Piemonte;Difesa;2015;577574020.00
Piemonte;Difesa;2016;581059240.00
Piemonte;Difesa;2017;533663420.00
Piemonte;Difesa;2018;625036440.00
Piemonte;Difesa;2019;624100260.00
Piemonte;Difesa;2020;639542650.00
Piemonte;Difesa;2021;645837880.00
Piemonte;Sicurezza pubblica;2000;702388900.00
Piemonte;Sicurezza pubblica;2001;763805090.00
Piemonte;Sicurezza pubblica;2002;662382900.00
Piemonte;Sicurezza pubblica;2003;737215700.00
Piemonte;Sicurezza pubblica;2004;838677400.00
Piemonte;Sicurezza pubblica;2005;887798130.00
Piemonte;Sicurezza pubblica;2006;919887980.00
Piemonte;Sicurezza pubblica;2007;863465880.00
Piemonte;Sicurezza pubblica;2008;731505870.00
Piemonte;Sicurezza pubblica;2009;890840020.00
Piemonte;Sicurezza pubblica;2010;963649940.00
Piemonte;Sicurezza pubblica;2011;985909980.00
Piemonte;Sicurezza pubblica;2012;966673520.00
Piemonte;Sicurezza pubblica;2013;913075080.00
Piemonte;Sicurezza pubblica;2014;912063760.00
Piemonte;Sicurezza pubblica;2015;858443180.00
Piemonte;Sicurezza pubblica;2016;879367840.00
Piemonte;Sicurezza pubblica;2017;882626860.00
Piemonte;Sicurezza pubblica;2018;914909200.00
Piemonte;Sicurezza pubblica;2019;969400870.00
Piemonte;Sicurezza pubblica;2020;993978080.00
Piemonte;Sicurezza pubblica;2021;1024536850.00
Piemonte;Giustizia;2000;291207270.00
Piemonte;Giustizia;2001;327547290.00
Piemonte;Giustizia;2002;348795390.00
Piemonte;Giustizia;2003;365963410.00
Piemonte;Giustizia;2004;379171780.00
Piemonte;Giustizia;2005;408864240.00
Piemonte;Giustizia;2006;410788360.00
Piemonte;Giustizia;2007;358840880.00
Piemonte;Giustizia;2008;396923880.00
Piemonte;Giustizia;2009;400445800.00
Piemonte;Giustizia;2010;370026380.00
Piemonte;Giustizia;2011;406512110.00
Piemonte;Giustizia;2012;400984990.00
Piemonte;Giustizia;2013;400360280.00
Piemonte;Giustizia;2014;371022270.00
Piemonte;Giustizia;2015;367491170.00
Piemonte;Giustizia;2016;368133470.00
Piemonte;Giustizia;2017;376874750.00
Piemonte;Giustizia;2018;392368940.00
Piemonte;Giustizia;2019;403498630.00
Piemonte;Giustizia;2020;388207040.00
Piemonte;Giustizia;2021;395732740.00
Piemonte;Istruzione;2000;2472523100.00
Piemonte;Istruzione;2001;2727590500.00
Piemonte;Istruzione;2002;2766264770.00
Piemonte;Istruzione;2003;2931442610.00
Piemonte;Istruzione;2004;2962971740.00
Piemonte;Istruzione;2005;2974278390.00
Piemonte;Istruzione;2006;3288018830.00
Piemonte;Istruzione;2007;3141249150.00
Piemonte;Istruzione;2008;3399384340.00
Piemonte;Istruzione;2009;3360284250.00
Piemonte;Istruzione;2010;3374968210.00
Piemonte;Istruzione;2011;3150908170.00
Piemonte;Istruzione;2012;3163395230.00
Piemonte;Istruzione;2013;3134157020.00
Piemonte;Istruzione;2014;3017321580.00
Piemonte;Istruzione;2015;3046427690.00
Piemonte;Istruzione;2016;3115752230.00
Piemonte;Istruzione;2017;3170401080.00
Piemonte;Istruzione;2018;3370182770.00
Piemonte;Istruzione;2019;3399774790.00
Piemonte;Istruzione;2020;3349812080.00
Piemonte;Istruzione;2021;3589054760.00
Piemonte;Formazione;2000;81769140.00
Piemonte;Formazione;2001;54390950.00
Piemonte;Formazione;2002;94846740.00
Piemonte;Formazione;2003;125753020.00
Piemonte;Formazione;2004;137282260.00
Piemonte;Formazione;2005;162417210.00
Piemonte;Formazione;2006;189073120.00
Piemonte;Formazione;2007;195862400.00
Piemonte;Formazione;2008;198384950.00
Piemonte;Formazione;2009;181791870.00
Piemonte;Formazione;2010;192143010.00
Piemonte;Formazione;2011;206252500.00
Piemonte;Formazione;2012;153244240.00
Piemonte;Formazione;2013;213966940.00
Piemonte;Formazione;2014;165469490.00
Piemonte;Formazione;2015;159265670.00
Piemonte;Formazione;2016;113269880.00
Piemonte;Formazione;2017;138045230.00
Piemonte;Formazione;2018;93165600.00
Piemonte;Formazione;2019;89343610.00
Piemonte;Formazione;2020;97841450.00
Piemonte;Formazione;2021;49523020.00
Piemonte;Ricerca e Sviluppo;2000;228369010.00
Piemonte;Ricerca e Sviluppo;2001;355299380.00
Piemonte;Ricerca e Sviluppo;2002;289737000.00
Piemonte;Ricerca e Sviluppo;2003;396530380.00
Piemonte;Ricerca e Sviluppo;2004;336684690.00
Piemonte;Ricerca e Sviluppo;2005;366028300.00
Piemonte;Ricerca e Sviluppo;2006;394572840.00
Piemonte;Ricerca e Sviluppo;2007;410227270.00
Piemonte;Ricerca e Sviluppo;2008;423312480.00
Piemonte;Ricerca e Sviluppo;2009;452631350.00
Piemonte;Ricerca e Sviluppo;2010;440078830.00
Piemonte;Ricerca e Sviluppo;2011;418775170.00
Piemonte;Ricerca e Sviluppo;2012;354658840.00
Piemonte;Ricerca e Sviluppo;2013;354408380.00
Piemonte;Ricerca e Sviluppo;2014;362524440.00
Piemonte;Ricerca e Sviluppo;2015;332380300.00
Piemonte;Ricerca e Sviluppo;2016;366675640.00
Piemonte;Ricerca e Sviluppo;2017;406100670.00
Piemonte;Ricerca e Sviluppo;2018;522275980.00
Piemonte;Ricerca e Sviluppo;2019;714238500.00
Piemonte;Ricerca e Sviluppo;2020;643909760.00
Piemonte;Ricerca e Sviluppo;2021;512170000.00
Piemonte;Cultura e servizi ricreativi;2000;798918700.00
Piemonte;Cultura e servizi ricreativi;2001;968533910.00
Piemonte;Cultura e servizi ricreativi;2002;860958650.00
Piemonte;Cultura e servizi ricreativi;2003;934939510.00
Piemonte;Cultura e servizi ricreativi;2004;1575716380.00
Piemonte;Cultura e servizi ricreativi;2005;1600576130.00
Piemonte;Cultura e servizi ricreativi;2006;1152165250.00
Piemonte;Cultura e servizi ricreativi;2007;1184516850.00
Piemonte;Cultura e servizi ricreativi;2008;915205320.00
Piemonte;Cultura e servizi ricreativi;2009;921000230.00
Piemonte;Cultura e servizi ricreativi;2010;823165590.00
Piemonte;Cultura e servizi ricreativi;2011;837680940.00
Piemonte;Cultura e servizi ricreativi;2012;780125080.00
Piemonte;Cultura e servizi ricreativi;2013;780497570.00
Piemonte;Cultura e servizi ricreativi;2014;678057950.00
Piemonte;Cultura e servizi ricreativi;2015;622968590.00
Piemonte;Cultura e servizi ricreativi;2016;674261430.00
Piemonte;Cultura e servizi ricreativi;2017;634271020.00
Piemonte;Cultura e servizi ricreativi;2018;693316650.00
Piemonte;Cultura e servizi ricreativi;2019;690183760.00
Piemonte;Cultura e servizi ricreativi;2020;710410760.00
Piemonte;Cultura e servizi ricreativi;2021;753638850.00
Piemonte;Edilizia abitativa e urbanistica;2000;348250060.00
Piemonte;Edilizia abitativa e urbanistica;2001;356689860.00
Piemonte;Edilizia abitativa e urbanistica;2002;408717940.00
Piemonte;Edilizia abitativa e urbanistica;2003;458969350.00
Piemonte;Edilizia abitativa e urbanistica;2004;497791550.00
Piemonte;Edilizia abitativa e urbanistica;2005;457053290.00
Piemonte;Edilizia abitativa e urbanistica;2006;417954970.00
Piemonte;Edilizia abitativa e urbanistica;2007;457904250.00
Piemonte;Edilizia abitativa e urbanistica;2008;535429050.00
Piemonte;Edilizia abitativa e urbanistica;2009;556935320.00
Piemonte;Edilizia abitativa e urbanistica;2010;593786620.00
Piemonte;Edilizia abitativa e urbanistica;2011;618700930.00
Piemonte;Edilizia abitativa e urbanistica;2012;479265850.00
Piemonte;Edilizia abitativa e urbanistica;2013;457308930.00
Piemonte;Edilizia abitativa e urbanistica;2014;420856550.00
Piemonte;Edilizia abitativa e urbanistica;2015;438734600.00
Piemonte;Edilizia abitativa e urbanistica;2016;401108590.00
Piemonte;Edilizia abitativa e urbanistica;2017;350411420.00
Piemonte;Edilizia abitativa e urbanistica;2018;310102350.00
Piemonte;Edilizia abitativa e urbanistica;2019;332254150.00
Piemonte;Edilizia abitativa e urbanistica;2020;327727660.00
Piemonte;Edilizia abitativa e urbanistica;2021;338296020.00
Piemonte;Sanità;2000;5106374070.00
Piemonte;Sanità;2001;5547375530.00
Piemonte;Sanità;2002;5589963140.00
Piemonte;Sanità;2003;5938933650.00
Piemonte;Sanità;2004;6305579550.00
Piemonte;Sanità;2005;6531503230.00
Piemonte;Sanità;2006;6735634530.00
Piemonte;Sanità;2007;7319089380.00
Piemonte;Sanità;2008;7435457780.00
Piemonte;Sanità;2009;8479129370.00
Piemonte;Sanità;2010;8478828910.00
Piemonte;Sanità;2011;7909010660.00
Piemonte;Sanità;2012;7554064650.00
Piemonte;Sanità;2013;8604380830.00
Piemonte;Sanità;2014;7917554050.00
Piemonte;Sanità;2015;8089073030.00
Piemonte;Sanità;2016;8421595840.00
Piemonte;Sanità;2017;7908195050.00
Piemonte;Sanità;2018;8174200190.00
Piemonte;Sanità;2019;9302539370.00
Piemonte;Sanità;2020;8653474840.00
Piemonte;Sanità;2021;9379146290.00
Piemonte;Interventi in campo sociale;2000;2741695630.00
Piemonte;Interventi in campo sociale;2001;3027564540.00
Piemonte;Interventi in campo sociale;2002;3688676370.00
Piemonte;Interventi in campo sociale;2003;3506766620.00
Piemonte;Interventi in campo sociale;2004;3569105960.00
Piemonte;Interventi in campo sociale;2005;3700852990.00
Piemonte;Interventi in campo sociale;2006;4077746080.00
Piemonte;Interventi in campo sociale;2007;4318453090.00
Piemonte;Interventi in campo sociale;2008;4307281400.00
Piemonte;Interventi in campo sociale;2009;4506256860.00
Piemonte;Interventi in campo sociale;2010;4386130610.00
Piemonte;Interventi in campo sociale;2011;4219075030.00
Piemonte;Interventi in campo sociale;2012;3107199910.00
Piemonte;Interventi in campo sociale;2013;3186047310.00
Piemonte;Interventi in campo sociale;2014;3145034010.00
Piemonte;Interventi in campo sociale;2015;3584389110.00
Piemonte;Interventi in campo sociale;2016;3578357030.00
Piemonte;Interventi in campo sociale;2017;3776391100.00
Piemonte;Interventi in campo sociale;2018;3857518210.00
Piemonte;Interventi in campo sociale;2019;4189099850.00
Piemonte;Interventi in campo sociale;2020;4596997390.00
Piemonte;Interventi in campo sociale;2021;5841823850.00
Piemonte;Servizio Idrico Integrato;2000;511643880.00
Piemonte;Servizio Idrico Integrato;2001;709913230.00
Piemonte;Servizio Idrico Integrato;2002;695004070.00
Piemonte;Servizio Idrico Integrato;2003;577401180.00
Piemonte;Servizio Idrico Integrato;2004;604738750.00
Piemonte;Servizio Idrico Integrato;2005;674680470.00
Piemonte;Servizio Idrico Integrato;2006;1682343080.00
Piemonte;Servizio Idrico Integrato;2007;1482542990.00
Piemonte;Servizio Idrico Integrato;2008;1547142600.00
Piemonte;Servizio Idrico Integrato;2009;1396853010.00
Piemonte;Servizio Idrico Integrato;2010;605486490.00
Piemonte;Servizio Idrico Integrato;2011;636026810.00
Piemonte;Servizio Idrico Integrato;2012;648850030.00
Piemonte;Servizio Idrico Integrato;2013;610997780.00
Piemonte;Servizio Idrico Integrato;2014;583286790.00
Piemonte;Servizio Idrico Integrato;2015;630545100.00
Piemonte;Servizio Idrico Integrato;2016;596747600.00
Piemonte;Servizio Idrico Integrato;2017;565431340.00
Piemonte;Servizio Idrico Integrato;2018;563043260.00
Piemonte;Servizio Idrico Integrato;2019;580695490.00
Piemonte;Servizio Idrico Integrato;2020;672671760.00
Piemonte;Servizio Idrico Integrato;2021;684597710.00
Piemonte;Ambiente;2000;293933000.00
Piemonte;Ambiente;2001;334327960.00
Piemonte;Ambiente;2002;434042050.00
Piemonte;Ambiente;2003;450635900.00
Piemonte;Ambiente;2004;411901970.00
Piemonte;Ambiente;2005;412414410.00
Piemonte;Ambiente;2006;438178850.00
Piemonte;Ambiente;2007;449684570.00
Piemonte;Ambiente;2008;346744770.00
Piemonte;Ambiente;2009;322203790.00
Piemonte;Ambiente;2010;326222720.00
Piemonte;Ambiente;2011;287423870.00
Piemonte;Ambiente;2012;256041640.00
Piemonte;Ambiente;2013;257125270.00
Piemonte;Ambiente;2014;232876900.00
Piemonte;Ambiente;2015;246909070.00
Piemonte;Ambiente;2016;238368470.00
Piemonte;Ambiente;2017;241076730.00
Piemonte;Ambiente;2018;249798930.00
Piemonte;Ambiente;2019;291450140.00
Piemonte;Ambiente;2020;217273700.00
Piemonte;Ambiente;2021;238076780.00
Piemonte;Smaltimento dei Rifiuti;2000;364487650.00
Piemonte;Smaltimento dei Rifiuti;2001;374520240.00
Piemonte;Smaltimento dei Rifiuti;2002;437298240.00
Piemonte;Smaltimento dei Rifiuti;2003;414101820.00
Piemonte;Smaltimento dei Rifiuti;2004;532321370.00
Piemonte;Smaltimento dei Rifiuti;2005;631450970.00
Piemonte;Smaltimento dei Rifiuti;2006;680548190.00
Piemonte;Smaltimento dei Rifiuti;2007;685109460.00
Piemonte;Smaltimento dei Rifiuti;2008;744412350.00
Piemonte;Smaltimento dei Rifiuti;2009;1025352570.00
Piemonte;Smaltimento dei Rifiuti;2010;1014390310.00
Piemonte;Smaltimento dei Rifiuti;2011;1226314910.00
Piemonte;Smaltimento dei Rifiuti;2012;877920150.00
Piemonte;Smaltimento dei Rifiuti;2013;788252880.00
Piemonte;Smaltimento dei Rifiuti;2014;772593180.00
Piemonte;Smaltimento dei Rifiuti;2015;864282560.00
Piemonte;Smaltimento dei Rifiuti;2016;888153790.00
Piemonte;Smaltimento dei Rifiuti;2017;928282950.00
Piemonte;Smaltimento dei Rifiuti;2018;912601770.00
Piemonte;Smaltimento dei Rifiuti;2019;843144160.00
Piemonte;Smaltimento dei Rifiuti;2020;807330120.00
Piemonte;Smaltimento dei Rifiuti;2021;942125540.00
Piemonte;Altri interventi igenico sanitari;2000;74625010.00
Piemonte;Altri interventi igenico sanitari;2001;102846580.00
Piemonte;Altri interventi igenico sanitari;2002;75634780.00
Piemonte;Altri interventi igenico sanitari;2003;76061880.00
Piemonte;Altri interventi igenico sanitari;2004;84105070.00
Piemonte;Altri interventi igenico sanitari;2005;94206920.00
Piemonte;Altri interventi igenico sanitari;2006;89661770.00
Piemonte;Altri interventi igenico sanitari;2007;100476500.00
Piemonte;Altri interventi igenico sanitari;2008;83623750.00
Piemonte;Altri interventi igenico sanitari;2009;80872280.00
Piemonte;Altri interventi igenico sanitari;2010;76762510.00
Piemonte;Altri interventi igenico sanitari;2011;78436540.00
Piemonte;Altri interventi igenico sanitari;2012;69369190.00
Piemonte;Altri interventi igenico sanitari;2013;65594690.00
Piemonte;Altri interventi igenico sanitari;2014;61749850.00
Piemonte;Altri interventi igenico sanitari;2015;63429520.00
Piemonte;Altri interventi igenico sanitari;2016;54283260.00
Piemonte;Altri interventi igenico sanitari;2017;51511950.00
Piemonte;Altri interventi igenico sanitari;2018;54460920.00
Piemonte;Altri interventi igenico sanitari;2019;60236720.00
Piemonte;Altri interventi igenico sanitari;2020;53051720.00
Piemonte;Altri interventi igenico sanitari;2021;54219230.00
Piemonte;Lavoro;2000;486615050.00
Piemonte;Lavoro;2001;562409780.00
Piemonte;Lavoro;2002;933661040.00
Piemonte;Lavoro;2003;964184780.00
Piemonte;Lavoro;2004;1089665810.00
Piemonte;Lavoro;2005;1054515910.00
Piemonte;Lavoro;2006;1065109820.00
Piemonte;Lavoro;2007;1323820620.00
Piemonte;Lavoro;2008;1579132070.00
Piemonte;Lavoro;2009;1942161420.00
Piemonte;Lavoro;2010;2072998600.00
Piemonte;Lavoro;2011;1980660550.00
Piemonte;Lavoro;2012;2109849130.00
Piemonte;Lavoro;2013;2270009510.00
Piemonte;Lavoro;2014;2170692300.00
Piemonte;Lavoro;2015;2386052060.00
Piemonte;Lavoro;2016;2731877430.00
Piemonte;Lavoro;2017;2688697410.00
Piemonte;Lavoro;2018;2499033540.00
Piemonte;Lavoro;2019;2296667160.00
Piemonte;Lavoro;2020;3283947910.00
Piemonte;Lavoro;2021;3176270320.00
Piemonte;Previdenza e Integrazioni Salariali;2000;17764389150.00
Piemonte;Previdenza e Integrazioni Salariali;2001;18010014130.00
Piemonte;Previdenza e Integrazioni Salariali;2002;19781832960.00
Piemonte;Previdenza e Integrazioni Salariali;2003;20435871590.00
Piemonte;Previdenza e Integrazioni Salariali;2004;20807852860.00
Piemonte;Previdenza e Integrazioni Salariali;2005;21659329640.00
Piemonte;Previdenza e Integrazioni Salariali;2006;22862545180.00
Piemonte;Previdenza e Integrazioni Salariali;2007;23490861050.00
Piemonte;Previdenza e Integrazioni Salariali;2008;23847497990.00
Piemonte;Previdenza e Integrazioni Salariali;2009;23947507610.00
Piemonte;Previdenza e Integrazioni Salariali;2010;24437431160.00
Piemonte;Previdenza e Integrazioni Salariali;2011;24603944710.00
Piemonte;Previdenza e Integrazioni Salariali;2012;24460007920.00
Piemonte;Previdenza e Integrazioni Salariali;2013;24689412520.00
Piemonte;Previdenza e Integrazioni Salariali;2014;25110154240.00
Piemonte;Previdenza e Integrazioni Salariali;2015;25721504960.00
Piemonte;Previdenza e Integrazioni Salariali;2016;25623922200.00
Piemonte;Previdenza e Integrazioni Salariali;2017;26191676060.00
Piemonte;Previdenza e Integrazioni Salariali;2018;26833446200.00
Piemonte;Previdenza e Integrazioni Salariali;2019;28046053190.00
Piemonte;Previdenza e Integrazioni Salariali;2020;28257241780.00
Piemonte;Previdenza e Integrazioni Salariali;2021;28503094610.00
Piemonte;Altri trasporti;2000;1935885380.00
Piemonte;Altri trasporti;2001;2753112160.00
Piemonte;Altri trasporti;2002;2452925890.00
Piemonte;Altri trasporti;2003;2985705400.00
Piemonte;Altri trasporti;2004;2910224430.00
Piemonte;Altri trasporti;2005;3063573080.00
Piemonte;Altri trasporti;2006;2896294360.00
Piemonte;Altri trasporti;2007;2543434580.00
Piemonte;Altri trasporti;2008;2847537890.00
Piemonte;Altri trasporti;2009;3178655920.00
Piemonte;Altri trasporti;2010;2852159020.00
Piemonte;Altri trasporti;2011;3113865220.00
Piemonte;Altri trasporti;2012;2401022850.00
Piemonte;Altri trasporti;2013;2531856080.00
Piemonte;Altri trasporti;2014;2360250770.00
Piemonte;Altri trasporti;2015;2586015870.00
Piemonte;Altri trasporti;2016;2432466070.00
Piemonte;Altri trasporti;2017;2662472730.00
Piemonte;Altri trasporti;2018;2348537660.00
Piemonte;Altri trasporti;2019;2224041350.00
Piemonte;Altri trasporti;2020;1653145510.00
Piemonte;Altri trasporti;2021;2192959800.00
Piemonte;Viabilità;2000;664982190.00
Piemonte;Viabilità;2001;727073680.00
Piemonte;Viabilità;2002;790707960.00
Piemonte;Viabilità;2003;1178167820.00
Piemonte;Viabilità;2004;1205971390.00
Piemonte;Viabilità;2005;1184924890.00
Piemonte;Viabilità;2006;1337623770.00
Piemonte;Viabilità;2007;1005596350.00
Piemonte;Viabilità;2008;972003980.00
Piemonte;Viabilità;2009;917184530.00
Piemonte;Viabilità;2010;905215240.00
Piemonte;Viabilità;2011;882255070.00
Piemonte;Viabilità;2012;772370970.00
Piemonte;Viabilità;2013;763447490.00
Piemonte;Viabilità;2014;679440440.00
Piemonte;Viabilità;2015;637351570.00
Piemonte;Viabilità;2016;637899500.00
Piemonte;Viabilità;2017;641136690.00
Piemonte;Viabilità;2018;722391730.00
Piemonte;Viabilità;2019;785058420.00
Piemonte;Viabilità;2020;828281170.00
Piemonte;Viabilità;2021;910671570.00
Piemonte;Telecomunicazioni;2000;766649800.00
Piemonte;Telecomunicazioni;2001;735090720.00
Piemonte;Telecomunicazioni;2002;795096800.00
Piemonte;Telecomunicazioni;2003;978606600.00
Piemonte;Telecomunicazioni;2004;923844840.00
Piemonte;Telecomunicazioni;2005;1122017870.00
Piemonte;Telecomunicazioni;2006;1148016730.00
Piemonte;Telecomunicazioni;2007;963393160.00
Piemonte;Telecomunicazioni;2008;1029251830.00
Piemonte;Telecomunicazioni;2009;966528200.00
Piemonte;Telecomunicazioni;2010;908523810.00
Piemonte;Telecomunicazioni;2011;890468160.00
Piemonte;Telecomunicazioni;2012;1341458170.00
Piemonte;Telecomunicazioni;2013;1017000990.00
Piemonte;Telecomunicazioni;2014;938476110.00
Piemonte;Telecomunicazioni;2015;861909170.00
Piemonte;Telecomunicazioni;2016;1119967460.00
Piemonte;Telecomunicazioni;2017;736332890.00
Piemonte;Telecomunicazioni;2018;763701880.00
Piemonte;Telecomunicazioni;2019;1342209670.00
Piemonte;Telecomunicazioni;2020;1226255900.00
Piemonte;Telecomunicazioni;2021;892546170.00
Piemonte;Agricoltura;2000;197823150.00
Piemonte;Agricoltura;2001;201393570.00
Piemonte;Agricoltura;2002;175023600.00
Piemonte;Agricoltura;2003;226859040.00
Piemonte;Agricoltura;2004;235447490.00
Piemonte;Agricoltura;2005;214138500.00
Piemonte;Agricoltura;2006;183097330.00
Piemonte;Agricoltura;2007;133761500.00
Piemonte;Agricoltura;2008;136843340.00
Piemonte;Agricoltura;2009;170186620.00
Piemonte;Agricoltura;2010;169605760.00
Piemonte;Agricoltura;2011;175557230.00
Piemonte;Agricoltura;2012;93287410.00
Piemonte;Agricoltura;2013;202152080.00
Piemonte;Agricoltura;2014;100993410.00
Piemonte;Agricoltura;2015;122655670.00
Piemonte;Agricoltura;2016;85850580.00
Piemonte;Agricoltura;2017;63767910.00
Piemonte;Agricoltura;2018;102542990.00
Piemonte;Agricoltura;2019;99664420.00
Piemonte;Agricoltura;2020;108722610.00
Piemonte;Agricoltura;2021;92770790.00
Piemonte;Pesca marittima e Acquicoltura;2000;5445530.00
Piemonte;Pesca marittima e Acquicoltura;2001;5709580.00
Piemonte;Pesca marittima e Acquicoltura;2002;4241290.00
Piemonte;Pesca marittima e Acquicoltura;2003;11546490.00
Piemonte;Pesca marittima e Acquicoltura;2004;7243810.00
Piemonte;Pesca marittima e Acquicoltura;2005;8416620.00
Piemonte;Pesca marittima e Acquicoltura;2006;7793400.00
Piemonte;Pesca marittima e Acquicoltura;2007;10036460.00
Piemonte;Pesca marittima e Acquicoltura;2008;8635370.00
Piemonte;Pesca marittima e Acquicoltura;2009;6258820.00
Piemonte;Pesca marittima e Acquicoltura;2010;2740030.00
Piemonte;Pesca marittima e Acquicoltura;2011;7425180.00
Piemonte;Pesca marittima e Acquicoltura;2012;3600790.00
Piemonte;Pesca marittima e Acquicoltura;2013;3207900.00
Piemonte;Pesca marittima e Acquicoltura;2014;1262700.00
Piemonte;Pesca marittima e Acquicoltura;2015;2316450.00
Piemonte;Pesca marittima e Acquicoltura;2016;2950620.00
Piemonte;Pesca marittima e Acquicoltura;2017;11573000.00
Piemonte;Pesca marittima e Acquicoltura;2018;17755500.00
Piemonte;Pesca marittima e Acquicoltura;2019;17037460.00
Piemonte;Pesca marittima e Acquicoltura;2020;18275090.00
Piemonte;Pesca marittima e Acquicoltura;2021;13065930.00
Piemonte;Turismo;2000;102360490.00
Piemonte;Turismo;2001;119501720.00
Piemonte;Turismo;2002;162399300.00
Piemonte;Turismo;2003;205939170.00
Piemonte;Turismo;2004;309919660.00
Piemonte;Turismo;2005;200496530.00
Piemonte;Turismo;2006;235466960.00
Piemonte;Turismo;2007;221769260.00
Piemonte;Turismo;2008;137710870.00
Piemonte;Turismo;2009;125146680.00
Piemonte;Turismo;2010;127282980.00
Piemonte;Turismo;2011;93964270.00
Piemonte;Turismo;2012;87331720.00
Piemonte;Turismo;2013;88521110.00
Piemonte;Turismo;2014;68143400.00
Piemonte;Turismo;2015;61213590.00
Piemonte;Turismo;2016;55176350.00
Piemonte;Turismo;2017;51166910.00
Piemonte;Turismo;2018;64368810.00
Piemonte;Turismo;2019;63273380.00
Piemonte;Turismo;2020;301154620.00
Piemonte;Turismo;2021;493806340.00
Piemonte;Commercio;2000;100284740.00
Piemonte;Commercio;2001;99398920.00
Piemonte;Commercio;2002;107721420.00
Piemonte;Commercio;2003;103134020.00
Piemonte;Commercio;2004;82835530.00
Piemonte;Commercio;2005;85376120.00
Piemonte;Commercio;2006;91937140.00
Piemonte;Commercio;2007;106604980.00
Piemonte;Commercio;2008;148828290.00
Piemonte;Commercio;2009;168200200.00
Piemonte;Commercio;2010;157709500.00
Piemonte;Commercio;2011;160595740.00
Piemonte;Commercio;2012;155181470.00
Piemonte;Commercio;2013;144813290.00
Piemonte;Commercio;2014;128847860.00
Piemonte;Commercio;2015;107456970.00
Piemonte;Commercio;2016;85387930.00
Piemonte;Commercio;2017;80220170.00
Piemonte;Commercio;2018;85370160.00
Piemonte;Commercio;2019;91742010.00
Piemonte;Commercio;2020;360099780.00
Piemonte;Commercio;2021;427503730.00
Piemonte;Industria e Artigianato;2000;381074070.00
Piemonte;Industria e Artigianato;2001;1050370900.00
Piemonte;Industria e Artigianato;2002;1639451100.00
Piemonte;Industria e Artigianato;2003;1670354960.00
Piemonte;Industria e Artigianato;2004;1567034880.00
Piemonte;Industria e Artigianato;2005;1881861650.00
Piemonte;Industria e Artigianato;2006;1590547410.00
Piemonte;Industria e Artigianato;2007;2044755580.00
Piemonte;Industria e Artigianato;2008;2028328550.00
Piemonte;Industria e Artigianato;2009;2526687730.00
Piemonte;Industria e Artigianato;2010;2897462800.00
Piemonte;Industria e Artigianato;2011;1703655140.00
Piemonte;Industria e Artigianato;2012;1655693500.00
Piemonte;Industria e Artigianato;2013;1897946450.00
Piemonte;Industria e Artigianato;2014;1779662100.00
Piemonte;Industria e Artigianato;2015;1636399570.00
Piemonte;Industria e Artigianato;2016;1352468130.00
Piemonte;Industria e Artigianato;2017;1415267800.00
Piemonte;Industria e Artigianato;2018;1608233880.00
Piemonte;Industria e Artigianato;2019;1808147110.00
Piemonte;Industria e Artigianato;2020;2303226630.00
Piemonte;Industria e Artigianato;2021;2784535560.00
Piemonte;Energia;2000;4236887700.00
Piemonte;Energia;2001;5068358230.00
Piemonte;Energia;2002;5239892950.00
Piemonte;Energia;2003;6184457540.00
Piemonte;Energia;2004;6795672200.00
Piemonte;Energia;2005;6028776970.00
Piemonte;Energia;2006;6978431990.00
Piemonte;Energia;2007;7402357300.00
Piemonte;Energia;2008;7371085880.00
Piemonte;Energia;2009;6548655740.00
Piemonte;Energia;2010;7062803010.00
Piemonte;Energia;2011;8137752010.00
