Regione per Dettaglio;Settore;Anno;S - Consolidato SPA
Liguria;Altre in campo economico;2017;1519965600.00
Liguria;Altre in campo economico;2018;1111846380.00
Liguria;Altre in campo economico;2019;1605563540.00
Liguria;Altre in campo economico;2020;2193074070.00
Liguria;Altre in campo economico;2021;965268510.00
Liguria;Oneri non ripartibili;2000;855874180.00
Liguria;Oneri non ripartibili;2001;999308290.00
Liguria;Oneri non ripartibili;2002;846894350.00
Liguria;Oneri non ripartibili;2003;601079650.00
Liguria;Oneri non ripartibili;2004;499971470.00
Liguria;Oneri non ripartibili;2005;716152460.00
Liguria;Oneri non ripartibili;2006;619985130.00
Liguria;Oneri non ripartibili;2007;533217610.00
Liguria;Oneri non ripartibili;2008;1262715590.00
Liguria;Oneri non ripartibili;2009;903262460.00
Liguria;Oneri non ripartibili;2010;846534260.00
Liguria;Oneri non ripartibili;2011;1016588070.00
Liguria;Oneri non ripartibili;2012;1009634620.00
Liguria;Oneri non ripartibili;2013;1105792100.00
Liguria;Oneri non ripartibili;2014;920726840.00
Liguria;Oneri non ripartibili;2015;818286940.00
Liguria;Oneri non ripartibili;2016;788072610.00
Liguria;Oneri non ripartibili;2017;691752510.00
Liguria;Oneri non ripartibili;2018;669377630.00
Liguria;Oneri non ripartibili;2019;607797940.00
Liguria;Oneri non ripartibili;2020;684651970.00
Liguria;Oneri non ripartibili;2021;669185540.00
Emilia Romagna;Amministrazione Generale;2000;3786814560.00
Emilia Romagna;Amministrazione Generale;2001;4474698900.00
Emilia Romagna;Amministrazione Generale;2002;4376495660.00
Emilia Romagna;Amministrazione Generale;2003;5557006720.00
Emilia Romagna;Amministrazione Generale;2004;6042218480.00
Emilia Romagna;Amministrazione Generale;2005;6258238820.00
Emilia Romagna;Amministrazione Generale;2006;6258261040.00
Emilia Romagna;Amministrazione Generale;2007;6779506870.00
Emilia Romagna;Amministrazione Generale;2008;6987943590.00
Emilia Romagna;Amministrazione Generale;2009;7239599360.00
Emilia Romagna;Amministrazione Generale;2010;6358578360.00
Emilia Romagna;Amministrazione Generale;2011;5818221600.00
Emilia Romagna;Amministrazione Generale;2012;5413557010.00
Emilia Romagna;Amministrazione Generale;2013;6087209800.00
Emilia Romagna;Amministrazione Generale;2014;6469030010.00
Emilia Romagna;Amministrazione Generale;2015;7026916830.00
Emilia Romagna;Amministrazione Generale;2016;7072501610.00
Emilia Romagna;Amministrazione Generale;2017;7094930490.00
Emilia Romagna;Amministrazione Generale;2018;7249047500.00
Emilia Romagna;Amministrazione Generale;2019;7494240290.00
Emilia Romagna;Amministrazione Generale;2020;7808368340.00
Emilia Romagna;Amministrazione Generale;2021;8084027840.00
Emilia Romagna;Difesa;2000;470359400.00
Emilia Romagna;Difesa;2001;491231820.00
Emilia Romagna;Difesa;2002;654995280.00
Emilia Romagna;Difesa;2003;637321530.00
Emilia Romagna;Difesa;2004;708909870.00
Emilia Romagna;Difesa;2005;751368510.00
Emilia Romagna;Difesa;2006;719843610.00
Emilia Romagna;Difesa;2007;775790660.00
Emilia Romagna;Difesa;2008;729985580.00
Emilia Romagna;Difesa;2009;767245360.00
Emilia Romagna;Difesa;2010;567618860.00
Emilia Romagna;Difesa;2011;719419730.00
Emilia Romagna;Difesa;2012;784561860.00
Emilia Romagna;Difesa;2013;730074690.00
Emilia Romagna;Difesa;2014;637331690.00
Emilia Romagna;Difesa;2015;684920510.00
Emilia Romagna;Difesa;2016;628481930.00
Emilia Romagna;Difesa;2017;686501340.00
Emilia Romagna;Difesa;2018;663377770.00
Emilia Romagna;Difesa;2019;681838920.00
Emilia Romagna;Difesa;2020;639464150.00
Emilia Romagna;Difesa;2021;697195570.00
Emilia Romagna;Sicurezza pubblica;2000;609215760.00
Emilia Romagna;Sicurezza pubblica;2001;640130520.00
Emilia Romagna;Sicurezza pubblica;2002;598080900.00
Emilia Romagna;Sicurezza pubblica;2003;725885200.00
Emilia Romagna;Sicurezza pubblica;2004;774091800.00
Emilia Romagna;Sicurezza pubblica;2005;804642220.00
Emilia Romagna;Sicurezza pubblica;2006;787307940.00
Emilia Romagna;Sicurezza pubblica;2007;767716160.00
Emilia Romagna;Sicurezza pubblica;2008;657732140.00
Emilia Romagna;Sicurezza pubblica;2009;730316490.00
Emilia Romagna;Sicurezza pubblica;2010;814991240.00
Emilia Romagna;Sicurezza pubblica;2011;898513330.00
Emilia Romagna;Sicurezza pubblica;2012;923913250.00
Emilia Romagna;Sicurezza pubblica;2013;984584700.00
Emilia Romagna;Sicurezza pubblica;2014;1152037800.00
Emilia Romagna;Sicurezza pubblica;2015;986654060.00
Emilia Romagna;Sicurezza pubblica;2016;1022778270.00
Emilia Romagna;Sicurezza pubblica;2017;1054838320.00
Emilia Romagna;Sicurezza pubblica;2018;1090644830.00
Emilia Romagna;Sicurezza pubblica;2019;1144747870.00
Emilia Romagna;Sicurezza pubblica;2020;1159185360.00
Emilia Romagna;Sicurezza pubblica;2021;1122607580.00
Emilia Romagna;Giustizia;2000;258061240.00
Emilia Romagna;Giustizia;2001;241218020.00
Emilia Romagna;Giustizia;2002;240354280.00
Emilia Romagna;Giustizia;2003;284693180.00
Emilia Romagna;Giustizia;2004;309809480.00
Emilia Romagna;Giustizia;2005;305309750.00
Emilia Romagna;Giustizia;2006;293383710.00
Emilia Romagna;Giustizia;2007;260450340.00
Emilia Romagna;Giustizia;2008;289782750.00
Emilia Romagna;Giustizia;2009;311798510.00
Emilia Romagna;Giustizia;2010;299802200.00
Emilia Romagna;Giustizia;2011;309299710.00
Emilia Romagna;Giustizia;2012;297159290.00
Emilia Romagna;Giustizia;2013;308710890.00
Emilia Romagna;Giustizia;2014;296982970.00
Emilia Romagna;Giustizia;2015;286667800.00
Emilia Romagna;Giustizia;2016;292684350.00
Emilia Romagna;Giustizia;2017;306345480.00
Emilia Romagna;Giustizia;2018;323981560.00
Emilia Romagna;Giustizia;2019;337027420.00
Emilia Romagna;Giustizia;2020;330817230.00
Emilia Romagna;Giustizia;2021;345225960.00
Emilia Romagna;Istruzione;2000;2604626650.00
Emilia Romagna;Istruzione;2001;2612095050.00
Emilia Romagna;Istruzione;2002;2703938170.00
Emilia Romagna;Istruzione;2003;2964601390.00
Emilia Romagna;Istruzione;2004;3019863770.00
Emilia Romagna;Istruzione;2005;2996354030.00
Emilia Romagna;Istruzione;2006;3283679720.00
Emilia Romagna;Istruzione;2007;3169976900.00
Emilia Romagna;Istruzione;2008;3463791320.00
Emilia Romagna;Istruzione;2009;3436500330.00
Emilia Romagna;Istruzione;2010;3449948000.00
Emilia Romagna;Istruzione;2011;3246124930.00
Emilia Romagna;Istruzione;2012;3224124310.00
Emilia Romagna;Istruzione;2013;3287060560.00
Emilia Romagna;Istruzione;2014;3273158280.00
Emilia Romagna;Istruzione;2015;3305251270.00
Emilia Romagna;Istruzione;2016;3404752890.00
Emilia Romagna;Istruzione;2017;3419542650.00
Emilia Romagna;Istruzione;2018;3611425350.00
Emilia Romagna;Istruzione;2019;3619984230.00
Emilia Romagna;Istruzione;2020;3599042600.00
Emilia Romagna;Istruzione;2021;3950404320.00
Emilia Romagna;Formazione;2000;136461910.00
Emilia Romagna;Formazione;2001;232437100.00
Emilia Romagna;Formazione;2002;248042180.00
Emilia Romagna;Formazione;2003;255588490.00
Emilia Romagna;Formazione;2004;238771520.00
Emilia Romagna;Formazione;2005;238881030.00
Emilia Romagna;Formazione;2006;207066120.00
Emilia Romagna;Formazione;2007;194895050.00
Emilia Romagna;Formazione;2008;177044380.00
Emilia Romagna;Formazione;2009;163806280.00
Emilia Romagna;Formazione;2010;182364850.00
Emilia Romagna;Formazione;2011;204316220.00
Emilia Romagna;Formazione;2012;153124180.00
Emilia Romagna;Formazione;2013;166807960.00
Emilia Romagna;Formazione;2014;179496210.00
Emilia Romagna;Formazione;2015;136065260.00
Emilia Romagna;Formazione;2016;81802660.00
Emilia Romagna;Formazione;2017;41946150.00
Emilia Romagna;Formazione;2018;51807940.00
Emilia Romagna;Formazione;2019;47755390.00
Emilia Romagna;Formazione;2020;50958890.00
Emilia Romagna;Formazione;2021;77671140.00
Emilia Romagna;Ricerca e Sviluppo;2000;188821700.00
Emilia Romagna;Ricerca e Sviluppo;2001;502574200.00
Emilia Romagna;Ricerca e Sviluppo;2002;483706650.00
Emilia Romagna;Ricerca e Sviluppo;2003;475406890.00
Emilia Romagna;Ricerca e Sviluppo;2004;491086470.00
Emilia Romagna;Ricerca e Sviluppo;2005;560398790.00
Emilia Romagna;Ricerca e Sviluppo;2006;579763920.00
Emilia Romagna;Ricerca e Sviluppo;2007;590000750.00
Emilia Romagna;Ricerca e Sviluppo;2008;615622290.00
Emilia Romagna;Ricerca e Sviluppo;2009;578026290.00
Emilia Romagna;Ricerca e Sviluppo;2010;573876610.00
Emilia Romagna;Ricerca e Sviluppo;2011;546288490.00
Emilia Romagna;Ricerca e Sviluppo;2012;535676550.00
Emilia Romagna;Ricerca e Sviluppo;2013;531927880.00
Emilia Romagna;Ricerca e Sviluppo;2014;511918530.00
Emilia Romagna;Ricerca e Sviluppo;2015;517128010.00
Emilia Romagna;Ricerca e Sviluppo;2016;597452610.00
Emilia Romagna;Ricerca e Sviluppo;2017;690829160.00
Emilia Romagna;Ricerca e Sviluppo;2018;944413930.00
Emilia Romagna;Ricerca e Sviluppo;2019;1004515090.00
Emilia Romagna;Ricerca e Sviluppo;2020;1092177100.00
Emilia Romagna;Ricerca e Sviluppo;2021;809434740.00
Emilia Romagna;Cultura e servizi ricreativi;2000;1100352240.00
Emilia Romagna;Cultura e servizi ricreativi;2001;914787580.00
Emilia Romagna;Cultura e servizi ricreativi;2002;945456600.00
Emilia Romagna;Cultura e servizi ricreativi;2003;901724880.00
Emilia Romagna;Cultura e servizi ricreativi;2004;1456794540.00
Emilia Romagna;Cultura e servizi ricreativi;2005;1275853730.00
Emilia Romagna;Cultura e servizi ricreativi;2006;1068670280.00
Emilia Romagna;Cultura e servizi ricreativi;2007;1048896150.00
Emilia Romagna;Cultura e servizi ricreativi;2008;852453060.00
Emilia Romagna;Cultura e servizi ricreativi;2009;828560480.00
Emilia Romagna;Cultura e servizi ricreativi;2010;778744370.00
Emilia Romagna;Cultura e servizi ricreativi;2011;753995150.00
Emilia Romagna;Cultura e servizi ricreativi;2012;751650360.00
Emilia Romagna;Cultura e servizi ricreativi;2013;723000030.00
Emilia Romagna;Cultura e servizi ricreativi;2014;734718250.00
Emilia Romagna;Cultura e servizi ricreativi;2015;687089050.00
Emilia Romagna;Cultura e servizi ricreativi;2016;681446150.00
Emilia Romagna;Cultura e servizi ricreativi;2017;728244010.00
Emilia Romagna;Cultura e servizi ricreativi;2018;795654400.00
Emilia Romagna;Cultura e servizi ricreativi;2019;801523950.00
Emilia Romagna;Cultura e servizi ricreativi;2020;799900350.00
Emilia Romagna;Cultura e servizi ricreativi;2021;841150190.00
Emilia Romagna;Edilizia abitativa e urbanistica;2000;542339570.00
Emilia Romagna;Edilizia abitativa e urbanistica;2001;499953650.00
Emilia Romagna;Edilizia abitativa e urbanistica;2002;433257260.00
Emilia Romagna;Edilizia abitativa e urbanistica;2003;411065610.00
Emilia Romagna;Edilizia abitativa e urbanistica;2004;411568450.00
Emilia Romagna;Edilizia abitativa e urbanistica;2005;396086230.00
Emilia Romagna;Edilizia abitativa e urbanistica;2006;469086240.00
Emilia Romagna;Edilizia abitativa e urbanistica;2007;437299300.00
Emilia Romagna;Edilizia abitativa e urbanistica;2008;495786110.00
Emilia Romagna;Edilizia abitativa e urbanistica;2009;498178000.00
Emilia Romagna;Edilizia abitativa e urbanistica;2010;446104530.00
Emilia Romagna;Edilizia abitativa e urbanistica;2011;489657370.00
Emilia Romagna;Edilizia abitativa e urbanistica;2012;596855770.00
Emilia Romagna;Edilizia abitativa e urbanistica;2013;424401030.00
Emilia Romagna;Edilizia abitativa e urbanistica;2014;556644450.00
Emilia Romagna;Edilizia abitativa e urbanistica;2015;400154580.00
Emilia Romagna;Edilizia abitativa e urbanistica;2016;369395270.00
Emilia Romagna;Edilizia abitativa e urbanistica;2017;386394490.00
Emilia Romagna;Edilizia abitativa e urbanistica;2018;336783820.00
Emilia Romagna;Edilizia abitativa e urbanistica;2019;426782770.00
Emilia Romagna;Edilizia abitativa e urbanistica;2020;348114890.00
Emilia Romagna;Edilizia abitativa e urbanistica;2021;373270670.00
Emilia Romagna;Sanità;2000;5629702310.00
Emilia Romagna;Sanità;2001;5942249090.00
Emilia Romagna;Sanità;2002;6236679780.00
Emilia Romagna;Sanità;2003;6407163380.00
Emilia Romagna;Sanità;2004;6708564770.00
Emilia Romagna;Sanità;2005;6684339650.00
Emilia Romagna;Sanità;2006;7389412530.00
Emilia Romagna;Sanità;2007;8211211040.00
Emilia Romagna;Sanità;2008;8738287110.00
Emilia Romagna;Sanità;2009;8559784620.00
Emilia Romagna;Sanità;2010;8704298380.00
Emilia Romagna;Sanità;2011;9313927670.00
Emilia Romagna;Sanità;2012;9149393580.00
Emilia Romagna;Sanità;2013;9711592810.00
Emilia Romagna;Sanità;2014;9495160460.00
Emilia Romagna;Sanità;2015;9280150610.00
Emilia Romagna;Sanità;2016;9638661590.00
Emilia Romagna;Sanità;2017;9449967440.00
Emilia Romagna;Sanità;2018;9791614620.00
Emilia Romagna;Sanità;2019;10084447600.00
Emilia Romagna;Sanità;2020;10915196170.00
Emilia Romagna;Sanità;2021;11285300520.00
Emilia Romagna;Interventi in campo sociale;2000;2583737030.00
Emilia Romagna;Interventi in campo sociale;2001;2931519260.00
Emilia Romagna;Interventi in campo sociale;2002;3617458190.00
Emilia Romagna;Interventi in campo sociale;2003;3505126710.00
Emilia Romagna;Interventi in campo sociale;2004;3580633040.00
Emilia Romagna;Interventi in campo sociale;2005;3688597360.00
Emilia Romagna;Interventi in campo sociale;2006;4051006110.00
Emilia Romagna;Interventi in campo sociale;2007;4350270630.00
Emilia Romagna;Interventi in campo sociale;2008;4208086090.00
Emilia Romagna;Interventi in campo sociale;2009;4404929790.00
Emilia Romagna;Interventi in campo sociale;2010;4281316360.00
Emilia Romagna;Interventi in campo sociale;2011;4089552350.00
Emilia Romagna;Interventi in campo sociale;2012;3227322170.00
Emilia Romagna;Interventi in campo sociale;2013;3266020710.00
Emilia Romagna;Interventi in campo sociale;2014;3231426160.00
Emilia Romagna;Interventi in campo sociale;2015;3779812770.00
Emilia Romagna;Interventi in campo sociale;2016;3700769010.00
Emilia Romagna;Interventi in campo sociale;2017;3888199420.00
Emilia Romagna;Interventi in campo sociale;2018;3931155730.00
Emilia Romagna;Interventi in campo sociale;2019;4202745370.00
Emilia Romagna;Interventi in campo sociale;2020;4809527230.00
Emilia Romagna;Interventi in campo sociale;2021;6041736870.00
Emilia Romagna;Servizio Idrico Integrato;2000;672801540.00
Emilia Romagna;Servizio Idrico Integrato;2001;588890410.00
Emilia Romagna;Servizio Idrico Integrato;2002;613498800.00
Emilia Romagna;Servizio Idrico Integrato;2003;889736010.00
Emilia Romagna;Servizio Idrico Integrato;2004;1005095600.00
Emilia Romagna;Servizio Idrico Integrato;2005;1038094270.00
Emilia Romagna;Servizio Idrico Integrato;2006;1154714440.00
Emilia Romagna;Servizio Idrico Integrato;2007;848146680.00
Emilia Romagna;Servizio Idrico Integrato;2008;834476960.00
Emilia Romagna;Servizio Idrico Integrato;2009;863436690.00
Emilia Romagna;Servizio Idrico Integrato;2010;888727300.00
Emilia Romagna;Servizio Idrico Integrato;2011;946968360.00
Emilia Romagna;Servizio Idrico Integrato;2012;1026197600.00
Emilia Romagna;Servizio Idrico Integrato;2013;1051330180.00
Emilia Romagna;Servizio Idrico Integrato;2014;1051073400.00
Emilia Romagna;Servizio Idrico Integrato;2015;984456870.00
Emilia Romagna;Servizio Idrico Integrato;2016;986529700.00
Emilia Romagna;Servizio Idrico Integrato;2017;968555610.00
Emilia Romagna;Servizio Idrico Integrato;2018;1034335110.00
Emilia Romagna;Servizio Idrico Integrato;2019;1143733850.00
Emilia Romagna;Servizio Idrico Integrato;2020;1056615140.00
Emilia Romagna;Servizio Idrico Integrato;2021;1065629320.00
Emilia Romagna;Ambiente;2000;332272750.00
Emilia Romagna;Ambiente;2001;352757780.00
Emilia Romagna;Ambiente;2002;366945340.00
Emilia Romagna;Ambiente;2003;380513740.00
Emilia Romagna;Ambiente;2004;409007160.00
Emilia Romagna;Ambiente;2005;424586050.00
Emilia Romagna;Ambiente;2006;388365020.00
Emilia Romagna;Ambiente;2007;423014530.00
Emilia Romagna;Ambiente;2008;350832290.00
Emilia Romagna;Ambiente;2009;378638180.00
Emilia Romagna;Ambiente;2010;350646090.00
Emilia Romagna;Ambiente;2011;314813160.00
Emilia Romagna;Ambiente;2012;296755970.00
Emilia Romagna;Ambiente;2013;312849190.00
Emilia Romagna;Ambiente;2014;299278180.00
Emilia Romagna;Ambiente;2015;322543070.00
Emilia Romagna;Ambiente;2016;304710080.00
Emilia Romagna;Ambiente;2017;295971380.00
Emilia Romagna;Ambiente;2018;305782340.00
Emilia Romagna;Ambiente;2019;361416540.00
Emilia Romagna;Ambiente;2020;386838720.00
Emilia Romagna;Ambiente;2021;428421170.00
Emilia Romagna;Smaltimento dei Rifiuti;2000;591950960.00
Emilia Romagna;Smaltimento dei Rifiuti;2001;579480920.00
Emilia Romagna;Smaltimento dei Rifiuti;2002;667036930.00
Emilia Romagna;Smaltimento dei Rifiuti;2003;775152100.00
Emilia Romagna;Smaltimento dei Rifiuti;2004;931218840.00
Emilia Romagna;Smaltimento dei Rifiuti;2005;920270110.00
Emilia Romagna;Smaltimento dei Rifiuti;2006;988815680.00
Emilia Romagna;Smaltimento dei Rifiuti;2007;815764760.00
Emilia Romagna;Smaltimento dei Rifiuti;2008;835490060.00
Emilia Romagna;Smaltimento dei Rifiuti;2009;826931850.00
Emilia Romagna;Smaltimento dei Rifiuti;2010;1003747830.00
Emilia Romagna;Smaltimento dei Rifiuti;2011;1136093170.00
Emilia Romagna;Smaltimento dei Rifiuti;2012;1224441200.00
Emilia Romagna;Smaltimento dei Rifiuti;2013;1194624940.00
Emilia Romagna;Smaltimento dei Rifiuti;2014;861492130.00
Emilia Romagna;Smaltimento dei Rifiuti;2015;915912480.00
Emilia Romagna;Smaltimento dei Rifiuti;2016;893853900.00
Emilia Romagna;Smaltimento dei Rifiuti;2017;1063731600.00
Emilia Romagna;Smaltimento dei Rifiuti;2018;1148526050.00
Emilia Romagna;Smaltimento dei Rifiuti;2019;1057371840.00
Emilia Romagna;Smaltimento dei Rifiuti;2020;1265312380.00
Emilia Romagna;Smaltimento dei Rifiuti;2021;1361452710.00
Emilia Romagna;Altri interventi igenico sanitari;2000;86895830.00
Emilia Romagna;Altri interventi igenico sanitari;2001;143630830.00
Emilia Romagna;Altri interventi igenico sanitari;2002;101051350.00
Emilia Romagna;Altri interventi igenico sanitari;2003;93958290.00
Emilia Romagna;Altri interventi igenico sanitari;2004;98009520.00
Emilia Romagna;Altri interventi igenico sanitari;2005;87028330.00
Emilia Romagna;Altri interventi igenico sanitari;2006;94410580.00
Emilia Romagna;Altri interventi igenico sanitari;2007;91763910.00
Emilia Romagna;Altri interventi igenico sanitari;2008;81562310.00
Emilia Romagna;Altri interventi igenico sanitari;2009;99975740.00
Emilia Romagna;Altri interventi igenico sanitari;2010;92729950.00
Emilia Romagna;Altri interventi igenico sanitari;2011;113683460.00
Emilia Romagna;Altri interventi igenico sanitari;2012;91137610.00
Emilia Romagna;Altri interventi igenico sanitari;2013;91985810.00
Emilia Romagna;Altri interventi igenico sanitari;2014;96477420.00
Emilia Romagna;Altri interventi igenico sanitari;2015;86314790.00
Emilia Romagna;Altri interventi igenico sanitari;2016;92704070.00
Emilia Romagna;Altri interventi igenico sanitari;2017;86380420.00
Emilia Romagna;Altri interventi igenico sanitari;2018;84107550.00
Emilia Romagna;Altri interventi igenico sanitari;2019;85427800.00
Emilia Romagna;Altri interventi igenico sanitari;2020;86897510.00
Emilia Romagna;Altri interventi igenico sanitari;2021;87404160.00
Emilia Romagna;Lavoro;2000;358663200.00
Emilia Romagna;Lavoro;2001;486187760.00
Emilia Romagna;Lavoro;2002;849695830.00
Emilia Romagna;Lavoro;2003;897315690.00
Emilia Romagna;Lavoro;2004;989755010.00
Emilia Romagna;Lavoro;2005;983396780.00
Emilia Romagna;Lavoro;2006;1037286300.00
Emilia Romagna;Lavoro;2007;1327133960.00
Emilia Romagna;Lavoro;2008;1483968190.00
Emilia Romagna;Lavoro;2009;1877466640.00
Emilia Romagna;Lavoro;2010;2067726360.00
Emilia Romagna;Lavoro;2011;1930088270.00
Emilia Romagna;Lavoro;2012;2107045800.00
Emilia Romagna;Lavoro;2013;2296014710.00
Emilia Romagna;Lavoro;2014;2170068760.00
Emilia Romagna;Lavoro;2015;2442292410.00
Emilia Romagna;Lavoro;2016;2869688290.00
Emilia Romagna;Lavoro;2017;2810718770.00
Emilia Romagna;Lavoro;2018;2582776020.00
Emilia Romagna;Lavoro;2019;2370508880.00
Emilia Romagna;Lavoro;2020;3505548820.00
Emilia Romagna;Lavoro;2021;3414205420.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2000;16913271190.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2001;17004136220.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2002;18566209270.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2003;19356527410.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2004;19862611420.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2005;20716509310.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2006;21962580890.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2007;22829568110.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2008;23237646390.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2009;23349312370.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2010;23699910350.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2011;23820306890.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2012;23737174960.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2013;24289980390.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2014;24412657630.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2015;25127437520.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2016;25126573590.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2017;25796669980.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2018;26559779200.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2019;27874254720.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2020;28170568560.00
Emilia Romagna;Previdenza e Integrazioni Salariali;2021;28591592470.00
Emilia Romagna;Altri trasporti;2000;1958043890.00
Emilia Romagna;Altri trasporti;2001;2125523770.00
Emilia Romagna;Altri trasporti;2002;2247204220.00
Emilia Romagna;Altri trasporti;2003;2406608320.00
Emilia Romagna;Altri trasporti;2004;2541753060.00
Emilia Romagna;Altri trasporti;2005;3040455080.00
Emilia Romagna;Altri trasporti;2006;2284105010.00
Emilia Romagna;Altri trasporti;2007;2018228750.00
Emilia Romagna;Altri trasporti;2008;2120229310.00
Emilia Romagna;Altri trasporti;2009;2166022790.00
Emilia Romagna;Altri trasporti;2010;2004032000.00
Emilia Romagna;Altri trasporti;2011;2219366100.00
Emilia Romagna;Altri trasporti;2012;2541321150.00
Emilia Romagna;Altri trasporti;2013;2219636840.00
Emilia Romagna;Altri trasporti;2014;2067873560.00
Emilia Romagna;Altri trasporti;2015;2280790660.00
Emilia Romagna;Altri trasporti;2016;2152337140.00
Emilia Romagna;Altri trasporti;2017;2385300260.00
Emilia Romagna;Altri trasporti;2018;2020917910.00
Emilia Romagna;Altri trasporti;2019;2163576630.00
Emilia Romagna;Altri trasporti;2020;2131951860.00
Emilia Romagna;Altri trasporti;2021;2629729320.00
Emilia Romagna;Viabilità;2000;717749360.00
Emilia Romagna;Viabilità;2001;762358630.00
Emilia Romagna;Viabilità;2002;955528410.00
Emilia Romagna;Viabilità;2003;1155226860.00
Emilia Romagna;Viabilità;2004;1290185950.00
Emilia Romagna;Viabilità;2005;1270334530.00
Emilia Romagna;Viabilità;2006;1293820430.00
Emilia Romagna;Viabilità;2007;1276990340.00
Emilia Romagna;Viabilità;2008;1341941210.00
Emilia Romagna;Viabilità;2009;1290579860.00
Emilia Romagna;Viabilità;2010;1118241820.00
Emilia Romagna;Viabilità;2011;967904190.00
Emilia Romagna;Viabilità;2012;1021028690.00
Emilia Romagna;Viabilità;2013;944441570.00
Emilia Romagna;Viabilità;2014;883566250.00
Emilia Romagna;Viabilità;2015;780730690.00
Emilia Romagna;Viabilità;2016;743654530.00
Emilia Romagna;Viabilità;2017;689229950.00
Emilia Romagna;Viabilità;2018;762859350.00
Emilia Romagna;Viabilità;2019;852721530.00
Emilia Romagna;Viabilità;2020;807388850.00
Emilia Romagna;Viabilità;2021;1000814220.00
Emilia Romagna;Telecomunicazioni;2000;374881160.00
Emilia Romagna;Telecomunicazioni;2001;462341420.00
Emilia Romagna;Telecomunicazioni;2002;459992210.00
Emilia Romagna;Telecomunicazioni;2003;519776970.00
Emilia Romagna;Telecomunicazioni;2004;458040890.00
Emilia Romagna;Telecomunicazioni;2005;504074820.00
Emilia Romagna;Telecomunicazioni;2006;637218770.00
Emilia Romagna;Telecomunicazioni;2007;485218850.00
Emilia Romagna;Telecomunicazioni;2008;578415410.00
Emilia Romagna;Telecomunicazioni;2009;530153110.00
Emilia Romagna;Telecomunicazioni;2010;468291030.00
Emilia Romagna;Telecomunicazioni;2011;445248180.00
Emilia Romagna;Telecomunicazioni;2012;715816950.00
Emilia Romagna;Telecomunicazioni;2013;594160480.00
Emilia Romagna;Telecomunicazioni;2014;551255340.00
Emilia Romagna;Telecomunicazioni;2015;515116820.00
Emilia Romagna;Telecomunicazioni;2016;483633310.00
Emilia Romagna;Telecomunicazioni;2017;468999170.00
Emilia Romagna;Telecomunicazioni;2018;434341190.00
Emilia Romagna;Telecomunicazioni;2019;949121450.00
Emilia Romagna;Telecomunicazioni;2020;913873820.00
Emilia Romagna;Telecomunicazioni;2021;639605290.00
Emilia Romagna;Agricoltura;2000;407783860.00
Emilia Romagna;Agricoltura;2001;463513930.00
Emilia Romagna;Agricoltura;2002;421204110.00
Emilia Romagna;Agricoltura;2003;452256860.00
Emilia Romagna;Agricoltura;2004;403621060.00
Emilia Romagna;Agricoltura;2005;374057870.00
Emilia Romagna;Agricoltura;2006;381492050.00
Emilia Romagna;Agricoltura;2007;446834220.00
Emilia Romagna;Agricoltura;2008;434727860.00
Emilia Romagna;Agricoltura;2009;313509320.00
Emilia Romagna;Agricoltura;2010;366697590.00
Emilia Romagna;Agricoltura;2011;379281900.00
Emilia Romagna;Agricoltura;2012;275313730.00
Emilia Romagna;Agricoltura;2013;304680530.00
Emilia Romagna;Agricoltura;2014;290110610.00
Emilia Romagna;Agricoltura;2015;332232830.00
Emilia Romagna;Agricoltura;2016;320240010.00
Emilia Romagna;Agricoltura;2017;295477470.00
Emilia Romagna;Agricoltura;2018;358377910.00
Emilia Romagna;Agricoltura;2019;295504830.00
Emilia Romagna;Agricoltura;2020;430846700.00
Emilia Romagna;Agricoltura;2021;548184200.00
Emilia Romagna;Pesca marittima e Acquicoltura;2000;4234270.00
Emilia Romagna;Pesca marittima e Acquicoltura;2001;4067110.00
Emilia Romagna;Pesca marittima e Acquicoltura;2002;3534390.00
Emilia Romagna;Pesca marittima e Acquicoltura;2003;3812760.00
Emilia Romagna;Pesca marittima e Acquicoltura;2004;4642730.00
Emilia Romagna;Pesca marittima e Acquicoltura;2005;6819830.00
Emilia Romagna;Pesca marittima e Acquicoltura;2006;5204950.00
Emilia Romagna;Pesca marittima e Acquicoltura;2007;4936530.00
